,Tract,FIPS,Area (Land),Total Population:,% Total Population: White Alone,% Total Population: Black or African American Alone,Population 25 Years and Over:,Civilian Population in Labor Force 16 Years and Over:,% Civilian Population in Labor Force 16 Years and Over: Employed,% Civilian Population in Labor Force 16 Years and Over: Unemployed,Households:,% Households: with Social Security Income,% Households: No Social Security Income,% Total: No Health Insurance Coverage,% Total: with Health Insurance Coverage,% Total: with Health Insurance Coverage: Public Health Coverage,% Total: with Health Insurance Coverage: Private Health Insurance,"% Households: Less than $39,999","% Households: $40,000 to $74,999","% Households: $75,000 or More",% High School or Less,% Bachelor's or More,Life Expectancy
560,Cook County 5604.00,17031560400,339633,1640,63.78,2.93,1089,756,89.02,10.98,462,34.2,65.8,11.28,88.72,42.38,53.66,29.67,32.69,37.660000000000004,69.22999999999999,18.73,75.8
561,Cook County 5607.00,17031560700,661239,3656,75.77,2.79,2457,1994,89.17,10.83,1246,18.62,81.38,17.53,82.47,34.05,54.81,28.32,25.36,46.31,57.510000000000005,15.19,78.7
562,Cook County 5608.00,17031560800,1321148,5873,66.15,4.17,3789,2781,92.16,7.84,1955,23.73,76.27,11.14,88.86,20.6,72.19,22.609999999999996,21.89,55.51,43.78,21.14,80.0
563,Cook County 5609.00,17031560900,1319260,5299,80.64,0.02,3828,2967,94.37,5.63,1839,29.09,70.91,4.34,95.66,22.21,85.05,15.719999999999999,14.63,69.66,42.22,23.35,80.5
564,Cook County 5610.00,17031561000,1328253,5999,86.95,0.0,4458,3165,98.55,1.45,2212,35.4,64.6,1.18,98.82,23.59,84.4,21.25,18.13,60.61,41.879999999999995,28.76,79.8
565,Cook County 5611.00,17031561100,1321993,5684,75.19,0.18,4102,3214,94.68,5.32,2084,22.89,77.11,6.6,93.4,30.03,71.31,20.2,24.759999999999998,55.03,48.900000000000006,26.33,78.5
566,Cook County 5701.00,17031570100,1523744,1309,48.51,0.53,797,723,93.36,6.64,424,17.22,82.78,5.35,94.65,32.62,68.3,31.839999999999996,35.61,32.54,60.6,13.42,78.0
567,Cook County 5702.00,17031570200,1763887,2252,59.37,0.0,1446,1268,96.14,3.86,755,32.05,67.95,4.8,95.2,37.17,64.12,45.01,18.27,36.69,64.87,19.92,82.8
568,Cook County 5703.00,17031570300,980167,5790,49.65,3.02,3632,2470,92.27,7.73,1664,30.83,69.17,13.37,86.63,42.5,50.78,45.86,21.04,33.11000000000001,74.75,6.8,81.4
569,Cook County 5704.00,17031570400,463390,1685,60.18,0.06,1127,896,92.86,7.14,550,19.64,80.36,16.97,83.03,39.23,46.47,32.0,26.72,41.28,77.46000000000001,11.0,78.4
570,Cook County 5705.00,17031570500,423598,2497,72.09,0.0,1623,1145,82.62,17.38,739,35.86,64.14,12.58,87.42,36.88,54.39,30.99,46.14,22.87,69.13,8.69,79.5
571,Cook County 5801.00,17031580100,763337,2663,29.4,10.03,1736,1310,78.93,21.07,868,28.8,71.2,8.07,91.93,44.69,49.87,42.169999999999995,36.75,21.08,62.27,12.499999999999998,75.1
572,Cook County 5803.00,17031580300,471020,2524,65.45,0.32,1560,1367,90.05,9.95,707,32.25,67.75,17.47,82.53,35.74,51.58,27.86,37.49,34.65,68.72,4.5,77.9
573,Cook County 5804.00,17031580400,1316120,4739,39.4,0.57,3081,2475,93.33,6.67,1437,23.38,76.62,15.7,84.3,37.33,52.46,35.21,30.410000000000004,34.37,71.37,12.370000000000001,80.6
574,Cook County 5805.01,17031580501,492117,4580,38.17,0.02,2878,2226,90.61,9.39,1462,34.27,65.73,20.26,79.74,41.35,43.82,47.33,23.869999999999997,28.799999999999997,77.55,9.17,82.4
575,Cook County 5805.02,17031580502,494416,5064,44.19,0.34,3166,2528,90.9,9.1,1410,20.78,79.22,23.76,76.24,40.13,42.97,51.76,21.41,26.810000000000002,74.7,9.54,76.0
576,Cook County 5806.00,17031580600,492790,4691,50.65,2.58,2920,2170,84.93,15.07,1476,29.47,70.53,12.83,87.17,46.32,42.29,45.33,24.33,30.34,65.24,18.380000000000003,77.0
577,Cook County 5807.00,17031580700,550116,5968,35.89,3.9,3476,2670,81.65,18.35,1641,22.55,77.45,18.4,81.6,49.38,38.59,32.47,32.54,34.98,74.22,10.01,78.8
578,Cook County 5808.00,17031580800,183294,2206,43.2,0.0,1399,1126,89.61,10.39,512,15.82,84.18,23.57,76.43,43.06,33.91,31.45,35.94,32.61,82.85,8.72,77.0
579,Cook County 5905.00,17031590500,572106,1861,36.06,3.22,1435,925,93.73,6.27,731,25.99,74.01,8.06,91.94,43.36,56.26,31.86,23.39,44.730000000000004,50.94,24.040000000000003,79.4
580,Cook County 5906.00,17031590600,347982,3550,38.54,0.28,2409,2146,95.62,4.38,1311,15.71,84.29,9.89,90.11,32.65,59.63,29.14,28.83,42.029999999999994,47.650000000000006,21.55,81.4
581,Cook County 5907.00,17031590700,869830,3064,51.17,1.83,2006,1845,94.69,5.31,1031,17.36,82.64,12.24,87.76,30.06,64.3,23.18,32.21,44.61,46.16,19.55,79.8
582,Cook County 6004.00,17031600400,327229,3736,32.92,6.26,2987,2270,88.85,11.15,1538,31.79,68.21,10.68,89.32,38.06,61.46,42.98,15.540000000000001,41.480000000000004,47.68,33.04,80.7
583,Cook County 6007.00,17031600700,447251,2786,35.71,0.0,1956,1426,91.87,8.13,1171,23.23,76.77,5.38,94.62,41.06,57.82,38.599999999999994,40.3,21.09,42.129999999999995,31.330000000000002,77.9
584,Cook County 6009.00,17031600900,382321,3496,47.83,7.58,2607,2071,92.81,7.19,1285,19.92,80.08,9.81,90.19,34.5,60.13,33.39,29.81,36.81000000000001,52.93,32.57,75.9
585,Cook County 6103.00,17031610300,2383657,5803,43.68,4.89,3535,2834,83.03,16.97,1961,8.82,91.18,24.87,75.13,41.75,35.55,63.42999999999999,19.689999999999998,16.87,67.58,10.94,75.6
586,Cook County 6104.00,17031610400,163180,1812,45.42,3.26,963,888,80.41,19.59,531,17.7,82.3,23.4,76.6,56.35,27.32,44.44,42.559999999999995,12.999999999999998,74.15,10.489999999999998,76.0
587,Cook County 6108.00,17031610800,332497,1533,82.52,0.0,995,805,85.84,14.16,552,23.19,76.81,5.61,94.39,30.2,68.04,33.879999999999995,23.73,42.39000000000001,52.27,17.58,72.1
588,Cook County 6112.00,17031611200,327038,2248,44.13,16.59,1433,1103,91.66,8.34,806,24.07,75.93,20.13,79.87,53.57,30.63,58.309999999999995,32.76,8.93,82.55,7.1899999999999995,75.0
589,Cook County 6113.00,17031611300,327029,2832,48.13,5.01,1627,1147,78.2,21.8,1024,26.37,73.63,16.45,83.55,53.18,39.37,51.45,36.519999999999996,12.02,88.87,3.81,74.4
590,Cook County 6114.00,17031611400,326619,2936,32.36,1.36,1721,1350,85.11,14.89,819,29.43,70.57,24.18,75.82,56.2,20.5,53.98,35.29,10.75,80.13,1.22,75.6
591,Cook County 6115.00,17031611500,507432,3104,49.45,10.86,1884,1199,85.9,14.1,957,30.83,69.17,32.58,67.42,51.79,20.06,61.650000000000006,25.18,13.17,80.46000000000001,4.04,77.5
592,Cook County 6116.00,17031611600,335433,1535,32.25,55.5,996,778,73.26,26.74,501,27.15,72.85,25.34,74.66,58.5,23.32,62.86,20.76,16.37,79.22,2.51,75.0
593,Cook County 6118.00,17031611800,327809,2247,17.8,63.51,1740,1258,75.44,24.56,695,41.01,58.99,14.51,85.49,62.26,26.17,47.21,25.479999999999997,27.33,80.34,1.09,72.2
594,Cook County 6119.00,17031611900,612381,1545,19.42,63.43,950,648,84.1,15.9,540,38.52,61.48,11.78,88.22,69.71,21.68,58.14,29.080000000000002,12.780000000000001,74.84,3.05,71.5
595,Cook County 6120.00,17031612000,325911,1190,10.08,89.33,788,601,74.38,25.62,477,23.69,76.31,11.76,88.24,44.29,46.64,53.879999999999995,33.33,12.79,59.769999999999996,18.15,69.0
596,Cook County 6121.00,17031612100,326357,999,0.0,83.58,598,369,75.07,24.93,355,50.99,49.01,11.61,88.39,71.17,20.92,63.660000000000004,21.409999999999997,14.940000000000001,71.41,7.52,66.1
597,Cook County 6201.00,17031620100,837583,4532,51.39,0.0,2956,2499,89.84,10.16,1153,27.58,72.42,10.06,89.94,36.61,57.26,21.43,34.61,43.97,61.709999999999994,12.18,83.6
598,Cook County 6202.00,17031620200,577060,1982,80.63,0.0,1340,1105,87.6,12.4,724,37.57,62.43,3.63,96.37,32.9,67.76,38.83,28.990000000000002,32.18,54.7,17.09,82.0
599,Cook County 6203.00,17031620300,992183,7322,50.08,1.26,4644,3349,89.91,10.09,2313,39.43,60.57,10.72,89.28,45.67,51.64,44.74,27.1,28.14,61.480000000000004,16.65,78.6
600,Cook County 6204.00,17031620400,656282,4687,51.78,0.7,2570,2242,92.91,7.09,1211,27.42,72.58,9.17,90.83,46.49,47.86,37.9,24.11,37.98,63.730000000000004,13.86,76.9
601,Cook County 6303.00,17031630300,985487,5178,51.62,1.76,3337,2296,81.49,18.51,1354,40.84,59.16,16.69,83.31,41.21,50.5,37.08,30.419999999999995,32.5,74.14,11.36,80.1
602,Cook County 6304.00,17031630400,658248,5869,49.45,2.32,3482,2834,73.04,26.96,1722,30.2,69.8,16.03,83.97,46.99,40.48,60.269999999999996,16.79,22.939999999999998,71.31,6.69,81.7
603,Cook County 6305.00,17031630500,657659,5879,56.73,0.32,3467,2483,91.34,8.66,1566,21.65,78.35,13.32,86.68,49.07,40.99,46.93,39.53,13.54,72.14,11.420000000000002,76.0
604,Cook County 6308.00,17031630800,655815,6302,32.37,1.79,3414,3158,84.33,15.67,1687,24.9,75.1,15.58,84.42,50.29,38.54,36.56,26.089999999999996,37.34,73.67,11.89,81.6
605,Cook County 6309.00,17031630900,659762,4401,53.17,7.27,2684,1732,83.37,16.63,1370,44.82,55.18,10.43,89.57,44.99,49.78,53.57,25.91,20.5,71.01,2.05,76.0
606,Cook County 6401.00,17031640100,305457,1502,57.79,2.06,1088,805,93.79,6.21,458,35.15,64.85,9.79,90.21,33.29,62.45,45.849999999999994,14.190000000000001,39.959999999999994,62.32,17.37,78.2
607,Cook County 6403.00,17031640300,1324645,6575,65.13,3.47,4220,3455,82.81,17.19,2294,22.01,77.99,5.32,94.68,32.47,65.22,23.189999999999994,41.540000000000006,35.27,45.0,20.0,78.7
608,Cook County 6404.00,17031640400,1334945,3361,81.05,4.67,2378,1625,94.28,5.72,1114,30.16,69.84,8.21,91.79,27.94,75.99,31.95,24.950000000000003,43.089999999999996,52.57,18.67,79.8
609,Cook County 6405.00,17031640500,661917,3864,75.75,0.67,2837,2103,97.0,3.0,1510,29.07,70.93,8.54,91.46,24.25,75.65,22.720000000000002,32.45,44.83,35.71,26.330000000000002,77.8
610,Cook County 6406.00,17031640600,659757,4123,65.37,2.72,2806,2089,84.83,15.17,1739,21.45,78.55,5.63,94.37,25.44,75.04,38.190000000000005,32.480000000000004,29.32,45.150000000000006,22.060000000000002,77.0
611,Cook County 6407.00,17031640700,657092,3275,64.03,1.62,2035,1355,92.1,7.9,969,33.23,66.77,12.55,87.45,34.41,58.99,28.9,39.21000000000001,31.879999999999995,56.9,18.09,77.0
612,Cook County 6408.00,17031640800,326769,1682,65.16,2.79,1166,884,90.72,9.28,570,31.93,68.07,1.84,98.16,30.2,75.68,43.35,22.98,33.69,47.17,27.009999999999998,77.8
613,Cook County 6501.00,17031650100,673422,4375,54.54,0.78,2691,2017,90.33,9.67,1377,37.55,62.45,15.54,84.46,41.9,46.33,46.550000000000004,22.360000000000003,31.080000000000002,72.36,9.18,78.6
614,Cook County 6502.00,17031650200,991073,7290,71.23,0.58,4523,3530,88.92,11.08,2049,33.53,66.47,3.73,96.27,47.83,54.86,40.08,12.879999999999999,47.04,70.15,11.72,81.3
615,Cook County 6503.01,17031650301,985558,4527,60.39,2.83,2837,2393,90.47,9.53,1491,31.79,68.21,8.37,91.63,34.44,66.69,26.89,37.08,36.01,55.94,17.45,77.5
616,Cook County 6503.02,17031650302,664019,4766,57.87,0.0,2615,2234,89.21,10.79,1112,16.37,83.63,8.64,91.36,47.48,51.2,43.800000000000004,21.5,34.72,79.09,8.3,78.5
617,Cook County 6504.00,17031650400,1102193,6657,35.74,2.51,3604,2808,84.69,15.31,1603,22.08,77.92,17.28,82.72,45.08,40.86,35.24,32.45,32.31,64.4,12.27,82.4
618,Cook County 6505.00,17031650500,3246103,4547,53.62,11.66,2935,2461,95.57,4.43,1544,25.39,74.61,5.34,94.66,38.31,67.69,29.33,28.63,42.04,53.870000000000005,16.25,78.7
619,Cook County 6603.02,17031660302,491837,4550,36.77,23.25,3026,2358,82.57,17.43,1427,30.48,69.52,24.57,75.43,51.21,34.07,57.39,29.990000000000002,12.61,79.94,6.67,75.0
620,Cook County 6604.00,17031660400,645646,5270,37.4,1.59,3026,2479,87.09,12.91,1472,25.61,74.39,22.24,77.76,48.65,30.76,49.18000000000001,25.06,25.740000000000002,75.64,10.04,82.0
621,Cook County 6605.00,17031660500,657188,4481,45.64,5.29,2818,1964,84.11,15.89,1329,36.27,63.73,18.77,81.23,47.42,37.67,57.04,16.330000000000002,26.64,79.99000000000001,6.890000000000001,82.7
622,Cook County 6607.00,17031660700,480681,1525,3.48,89.11,1147,534,73.78,26.22,610,56.23,43.77,11.48,88.52,61.51,32.07,71.79999999999998,19.35,8.85,65.30000000000001,5.41,69.6
623,Cook County 6608.00,17031660800,655390,5503,22.79,49.35,3314,2760,88.26,11.74,2025,25.48,74.52,16.43,83.57,49.97,38.05,46.230000000000004,24.549999999999997,29.229999999999997,60.650000000000006,13.67,72.9
624,Cook County 6609.00,17031660900,1811423,4883,12.9,78.29,2943,2121,82.7,17.3,1492,25.87,74.13,8.95,91.05,56.71,43.15,52.489999999999995,31.240000000000002,16.290000000000003,49.61,5.94,70.7
625,Cook County 6610.00,17031661000,1118966,5692,9.17,69.99,3839,2644,76.51,23.49,2106,46.39,53.61,17.36,82.64,54.02,38.72,56.52,26.78,16.72,49.96000000000001,11.15,76.5
626,Cook County 6611.00,17031661100,1295866,6881,22.37,36.91,4154,3532,89.41,10.59,1834,21.81,78.19,16.68,83.32,33.66,55.28,30.759999999999998,30.97,38.29,53.489999999999995,9.010000000000002,75.4
627,Cook County 6701.00,17031670100,326892,978,10.53,74.03,634,372,67.74,32.26,392,35.71,64.29,18.1,81.9,66.56,20.25,68.38,20.41,11.22,66.88,10.1,69.0
628,Cook County 6702.00,17031670200,326542,970,3.61,95.15,763,465,74.62,25.38,423,55.56,44.44,9.07,90.93,63.81,31.13,69.50000000000001,24.82,5.68,69.86,9.04,62.2
629,Cook County 6703.00,17031670300,326330,1209,13.73,79.49,886,526,81.37,18.63,424,44.34,55.66,12.24,87.76,55.75,41.85,64.86000000000001,19.1,16.04,57.67,14.45,72.4
630,Cook County 6704.00,17031670400,326418,1693,7.97,85.06,1139,685,80.0,20.0,561,37.97,62.03,9.1,90.9,62.85,32.84,67.73,23.159999999999997,9.08,66.46,8.61,66.0
631,Cook County 6706.00,17031670600,327032,972,19.24,80.76,653,356,73.03,26.97,328,52.44,47.56,13.68,86.32,68.62,28.4,66.77,14.330000000000002,18.9,64.16,6.890000000000001,72.0
632,Cook County 6707.00,17031670700,326730,1130,16.37,59.03,693,495,81.01,18.99,313,27.8,72.2,14.69,85.31,55.31,39.38,56.230000000000004,28.76,15.01,55.849999999999994,7.640000000000001,72.9
633,Cook County 6708.00,17031670800,326299,1012,0.0,97.73,817,376,79.79,20.21,471,48.62,51.38,13.14,86.86,73.91,26.09,71.97000000000001,11.459999999999999,16.56,75.88,12.48,72.4
634,Cook County 6709.00,17031670900,326291,1337,8.75,86.69,746,596,82.21,17.79,489,38.24,61.76,0.6,99.4,85.94,19.6,69.32000000000001,17.17,13.5,56.03,23.06,77.7
635,Cook County 6711.00,17031671100,245194,604,1.82,94.7,427,185,80.0,20.0,257,35.41,64.59,12.25,87.75,69.37,23.18,73.53,19.85,6.61,78.22,12.65,70.0
636,Cook County 6712.00,17031671200,244922,1031,2.42,97.58,543,385,76.1,23.9,303,55.45,44.55,6.6,93.4,68.77,34.04,52.47,31.68,15.840000000000002,60.769999999999996,15.47,64.0
637,Cook County 6713.00,17031671300,484665,1745,4.13,94.27,1386,585,64.27,35.73,701,57.35,42.65,8.71,91.29,75.59,21.89,69.61999999999999,26.39,4.0,72.36,2.53,68.3
638,Cook County 6714.00,17031671400,495626,1177,4.76,66.53,789,475,86.53,13.47,558,68.28,31.72,12.91,87.09,73.15,18.95,87.11,6.27,6.640000000000001,77.82000000000001,3.8,67.6
639,Cook County 6715.00,17031671500,741246,2360,2.58,87.54,1730,1063,73.57,26.43,819,53.36,46.64,4.7,95.3,62.2,38.01,52.75,23.439999999999998,23.81,52.949999999999996,12.89,69.3
640,Cook County 6716.00,17031671600,407164,1693,5.08,94.03,1252,803,60.15,39.85,669,46.19,53.81,12.4,87.6,57.18,32.78,74.44,16.15,9.420000000000002,59.67,1.44,73.5
641,Cook County 6718.00,17031671800,324235,1235,2.91,96.76,738,380,71.05,28.95,378,47.88,52.12,2.02,97.98,74.98,32.23,54.75000000000001,17.2,28.05,47.019999999999996,8.94,65.0
642,Cook County 6719.00,17031671900,322062,1136,9.95,66.81,757,510,95.29,4.71,299,36.45,63.55,18.75,81.25,44.45,43.49,32.120000000000005,41.13,26.75,59.58,14.930000000000001,66.9
643,Cook County 6720.00,17031672000,995092,3584,0.75,97.66,2222,1520,73.75,26.25,1020,45.2,54.8,4.6,95.4,70.74,36.2,53.620000000000005,24.22,22.16,46.67,17.919999999999998,71.8
644,Cook County 6805.00,17031680500,326856,1050,3.24,76.1,660,454,79.07,20.93,461,37.53,62.47,17.05,82.95,63.33,24.0,71.15,15.4,13.450000000000001,60.91,3.64,65.9
645,Cook County 6806.00,17031680600,326466,1254,0.16,99.6,702,565,84.07,15.93,439,24.37,75.63,10.13,89.87,69.86,24.08,52.39999999999999,37.589999999999996,10.02,71.65,11.82,68.9
646,Cook County 6809.00,17031680900,1032879,3317,2.47,91.38,2495,1059,70.92,29.08,1862,34.16,65.84,17.6,82.4,64.61,22.88,74.53999999999999,21.04,4.4,66.41,6.25,68.0
647,Cook County 6810.00,17031681000,652467,2307,1.08,94.28,1570,926,77.97,22.03,1040,48.56,51.44,10.01,89.99,71.17,23.41,79.52,11.44,9.030000000000001,50.510000000000005,11.41,72.0
648,Cook County 6811.00,17031681100,652438,2381,0.25,98.95,1397,848,73.23,26.77,868,20.39,79.61,7.1,92.9,70.98,26.17,80.19,10.6,9.209999999999999,60.56,10.02,70.2
649,Cook County 6812.00,17031681200,794733,2254,3.82,88.82,1133,926,68.36,31.64,787,29.99,70.01,11.49,88.51,75.78,24.35,82.85,9.14,8.01,53.58,7.59,64.7
650,Cook County 6813.00,17031681300,718139,2532,0.55,97.16,1272,885,67.8,32.2,798,29.32,70.68,12.01,87.99,73.14,19.87,75.31,20.68,4.01,51.97,8.26,68.8
651,Cook County 6814.00,17031681400,646368,2419,2.52,94.01,1544,887,85.01,14.99,810,57.16,42.84,11.2,88.8,64.03,37.12,39.739999999999995,37.779999999999994,22.48,50.129999999999995,8.68,72.0
652,Cook County 6903.00,17031690300,512681,2284,3.2,95.97,1545,864,93.29,6.71,740,26.49,73.51,10.8,89.2,63.08,29.98,64.86,17.43,17.7,57.41,10.29,59.9
653,Cook County 6904.00,17031690400,651075,2958,0.0,98.75,2237,1668,87.65,12.35,1446,26.0,74.0,10.48,89.52,62.39,36.25,65.91,25.73,8.37,38.89,22.62,72.0
654,Cook County 6909.00,17031690900,655477,4230,0.59,94.8,3086,1971,78.74,21.26,1751,34.21,65.79,6.97,93.03,63.9,38.68,58.120000000000005,20.900000000000002,20.96,40.44,15.36,72.8
655,Cook County 6910.00,17031691000,648676,2102,0.19,98.95,1684,986,86.82,13.18,1093,44.19,55.81,5.8,94.2,50.71,59.56,44.559999999999995,18.03,37.41,29.869999999999997,26.599999999999998,73.5
656,Cook County 6911.00,17031691100,675743,2477,2.83,94.47,1782,1056,72.92,27.08,871,33.52,66.48,6.22,93.78,67.3,35.24,68.3,21.35,10.34,57.3,16.49,71.9
657,Cook County 6912.00,17031691200,1003068,2483,0.36,98.99,1393,1199,78.9,21.1,1039,18.77,81.23,6.73,93.27,73.62,32.58,67.29,19.729999999999997,12.989999999999998,43.58,15.29,76.3
658,Cook County 6913.00,17031691300,647447,2352,1.62,88.05,1835,1158,80.05,19.95,1091,40.88,59.12,10.63,89.37,45.71,55.44,44.540000000000006,17.87,37.57999999999999,37.269999999999996,23.87,72.7
659,Cook County 6914.00,17031691400,656684,3080,0.0,95.39,1964,1415,86.01,13.99,1258,30.76,69.24,10.19,89.81,64.97,34.19,55.56,26.08,18.349999999999998,31.060000000000002,21.79,66.7
660,Cook County 6915.00,17031691500,674522,2072,2.94,96.24,1232,869,63.52,36.48,874,36.04,63.96,7.82,92.18,74.28,27.65,79.29,8.13,12.59,55.03,16.4,69.5
661,Cook County 7001.00,17031700100,2311840,3769,25.5,61.21,2265,1994,91.22,8.78,1032,21.12,78.88,13.69,86.31,28.34,62.01,25.1,27.04,47.87,48.43,14.48,77.1
662,Cook County 7002.00,17031700200,1614071,6506,29.3,17.41,3962,3130,84.98,15.02,1830,31.31,68.69,11.9,88.1,36.86,59.93,24.25,28.089999999999996,47.65,58.55,18.7,78.7
663,Cook County 7003.01,17031700301,1275707,6359,55.02,5.47,3885,2865,90.05,9.95,1819,22.65,77.35,11.43,88.57,35.85,58.42,28.96,28.419999999999998,42.61,65.33,14.08,80.7
664,Cook County 7003.02,17031700302,1319649,5851,57.14,17.86,3771,2595,92.79,7.21,1741,37.39,62.61,9.5,90.5,35.48,69.75,21.200000000000003,28.14,50.67,50.68000000000001,14.719999999999999,79.2
665,Cook County 7004.01,17031700401,1482529,6455,11.88,53.4,4014,3639,88.05,11.95,1888,21.82,78.18,13.25,86.75,37.61,58.71,28.19,20.13,51.69,43.87,19.33,76.7
666,Cook County 7004.02,17031700402,1148944,3801,26.31,62.46,2304,1955,86.09,13.91,1160,24.14,75.86,7.79,92.21,44.09,55.27,24.48,28.179999999999996,47.34,41.32,24.729999999999997,80.2
667,Cook County 7005.01,17031700501,1670340,6485,6.28,89.95,4755,3631,93.58,6.42,2378,32.46,67.54,4.48,95.52,33.9,75.41,26.71,32.67,40.62,40.93,25.67,76.2
668,Cook County 7005.02,17031700502,1722969,3676,13.41,80.66,2510,1616,88.43,11.57,1091,38.13,61.87,15.02,84.98,34.81,60.1,25.47,16.32,58.2,31.400000000000002,26.3,76.0
669,Cook County 7101.00,17031710100,215116,1085,2.95,95.85,857,519,82.47,17.53,603,28.19,71.81,5.35,94.65,59.72,41.75,70.97999999999999,13.759999999999998,15.26,52.98,12.13,67.6
670,Cook County 7102.00,17031710200,741782,4324,2.01,97.11,2682,1827,90.2,9.8,1643,34.57,65.43,6.71,93.29,61.91,37.44,58.39,14.060000000000002,27.58,51.71,8.13,71.7
671,Cook County 7103.00,17031710300,327581,1541,3.7,87.8,1099,810,82.96,17.04,509,33.79,66.21,4.15,95.85,49.06,55.22,47.35,27.89,24.75,51.41,10.46,68.8
672,Cook County 7104.00,17031710400,1002458,5743,0.7,94.11,3642,2277,88.93,11.07,2114,38.32,61.68,6.95,93.05,55.2,48.01,48.76,31.46,19.78,40.08,18.64,71.5
673,Cook County 7105.00,17031710500,748404,4329,1.64,95.63,2579,2056,79.13,20.87,1526,29.49,70.51,7.25,92.75,54.15,47.61,55.71000000000001,23.14,21.16,41.38,17.84,73.0
674,Cook County 7106.00,17031710600,244933,1805,3.21,91.52,1287,755,92.72,7.28,844,36.49,63.51,12.96,87.04,53.24,41.99,52.72,29.740000000000002,17.540000000000003,50.81,15.93,73.5
675,Cook County 7107.00,17031710700,490083,3425,0.38,99.3,2391,1465,84.98,15.02,1331,40.05,59.95,6.8,93.2,56.12,46.36,58.37999999999999,21.11,20.509999999999998,49.510000000000005,10.659999999999998,71.3
676,Cook County 7108.00,17031710800,816273,4788,0.1,98.91,3294,1772,64.79,35.21,1894,29.94,70.06,7.14,92.86,59.25,39.83,73.64,12.3,14.04,55.010000000000005,13.93,74.0
677,Cook County 7109.00,17031710900,990948,2011,1.69,97.07,1149,832,88.34,11.66,741,28.34,71.66,4.13,95.87,65.14,39.58,63.57,18.89,17.54,39.34,26.72,74.6
678,Cook County 7110.00,17031711000,654358,3635,5.72,92.6,2443,1486,80.75,19.25,1136,31.87,68.13,6.41,93.59,66.74,35.05,42.16,35.57,22.27,51.08,12.610000000000001,73.7
679,Cook County 7111.00,17031711100,653926,2429,2.43,97.28,1810,1060,82.92,17.08,853,47.48,52.52,7.99,92.01,48.5,55.58,36.93,25.43,37.63,40.78,25.02,73.9
680,Cook County 7112.00,17031711200,1102231,4657,0.34,85.36,3229,2382,85.18,14.82,1731,38.88,61.12,9.79,90.21,46.9,54.05,41.529999999999994,24.090000000000003,34.37,39.83,16.139999999999997,72.2
681,Cook County 7113.00,17031711300,350019,1612,2.98,96.77,1208,674,76.41,23.59,637,43.33,56.67,8.06,91.94,67.8,39.08,48.019999999999996,23.08,28.88,41.81,16.31,73.3
682,Cook County 7114.00,17031711400,745157,2586,0.12,95.32,1664,1095,87.31,12.69,845,37.63,62.37,8.97,91.03,49.69,50.62,41.79,33.26,24.97,45.37,14.6,66.6
683,Cook County 7115.00,17031711500,649295,2728,0.44,99.38,1836,1140,89.56,10.44,846,42.08,57.92,8.21,91.79,56.41,47.47,39.589999999999996,36.4,24.0,46.67,14.93,73.7
684,Cook County 7201.00,17031720100,1965312,3357,60.77,25.05,2166,1631,86.33,13.67,1072,30.6,69.4,2.0,98.0,31.1,81.71,10.08,12.5,77.41,9.74,62.79,78.2
685,Cook County 7202.00,17031720200,1672473,3938,45.05,48.27,2895,1783,93.21,6.79,1591,33.5,66.5,2.74,97.26,28.72,83.98,23.39,18.23,58.39,24.830000000000002,41.480000000000004,79.2
686,Cook County 7203.00,17031720300,1264753,3930,61.45,32.57,2976,2178,95.73,4.27,1527,30.58,69.42,2.85,97.15,21.45,91.15,13.42,6.29,80.28,12.629999999999999,61.76,81.9
687,Cook County 7204.00,17031720400,663284,1819,91.09,5.5,1210,1006,96.92,3.08,652,26.38,73.62,4.67,95.33,17.1,87.74,9.2,13.19,77.61000000000001,14.38,49.09,78.4
